Age,Income,LoanAmount,Credit_History,Loan_Status
22,24000,8000,0,3
23,24000,12000,0,4
22,124000,11000,0,3
26,112000,20000,1,4
22,18996,1500,1,3
26,124500,6000,0,2
26,124726,15000,0,3
23,124800,5000,0,3
23,124800,28000,0,2
21,112800,16000,1,2
23,124896,14400,0,2
23,24000,6000,0,2
23,24000,5000,0,2
23,125000,35000,0,4
25,125000,20000,0,4
25,125000,15000,0,3
23,20004,1500,0,3
25,24000,6000,0,3
25,125000,30000,0,4
24,20160,1500,0,4
22,21216,1500,0,2
25,125000,12000,0,3
22,24000,4200,0,2
24,23004,1500,0,2
22,24000,1500,1,3
21,24000,1500,0,3
24,24000,1500,0,3
24,125000,28000,0,3
26,24000,1500,1,4
23,24000,1500,0,2
25,96050,35000,1,2
25,125000,14000,0,4
25,125000,10000,0,3
21,24000,1500,0,4
23,125000,5000,0,2
26,25000,1500,1,2
25,125000,25000,0,2
26,25200,1500,0,2
26,125000,6000,0,4
26,125000,10200,0,4
22,26400,1500,0,3
24,125000,15000,0,3
21,125000,6000,0,2
24,125000,25000,0,2
25,53000,15000,0,2
25,113000,5000,1,2
26,125000,14800,0,3
26,113000,12000,1,2
26,53307,15000,0,4
25,125000,8000,0,3
25,125000,12000,0,3
23,53500,15000,0,2
26,48000,15000,1,3
25,48000,15000,1,3
26,125000,24000,0,4
23,48996,15000,1,4
23,54996,15000,0,2
23,125000,10000,0,2
24,54996,15000,0,4
25,125000,25000,0,3
26,55000,15000,0,2
25,125000,12000,0,3
23,113000,10000,1,3
22,49000,15000,1,3
26,125000,15000,0,3
26,125000,20000,0,2
24,125000,10000,0,3
24,24000,6400,0,4
22,55000,15000,0,3
21,125000,10000,0,2
24,55000,15000,0,2
22,24000,1500,0,4
24,49200,15000,1,4
22,24000,5000,0,4
26,125000,7400,0,2
25,55315,15000,0,2
24,49700,15000,1,4
23,96050,15000,1,2
22,24000,3000,0,2
26,125000,16000,0,4
22,125000,25000,0,2
23,113000,19750,1,4
22,24000,4750,0,4
21,50000,15000,1,3
24,56000,15000,0,2
25,125000,8000,0,2
25,125000,14000,0,4
23,125000,7500,0,4
22,125000,10000,0,2
25,125000,12000,0,3
26,125000,9600,0,2
23,24000,7000,0,4
25,57000,15000,0,4
22,24000,6000,0,4
22,125004,30000,0,2
23,24000,5000,0,4
25,125004,15000,0,3
22,125004,10000,0,2
22,125555,9000,0,4
25,126000,15000,0,3
25,126000,10200,0,4
24,126000,11800,0,2
22,126000,3600,0,3
26,114000,6000,1,2
25,126000,6000,0,3
24,53000,15000,1,2
26,126000,11000,0,4
23,24000,7000,0,3
22,126000,24000,0,4
26,24000,2500,0,4
26,126000,7500,0,3
23,59880,15000,0,4
25,126500,2000,0,2
22,60000,15000,0,4
23,97583,6950,1,2
23,126996,11000,0,2
25,127000,6000,0,2
26,127000,6000,0,3
26,127000,4900,0,3
24,97750,24000,1,3
25,97750,20000,1,3
24,115000,12000,1,4
26,127500,10000,0,3
22,127500,15000,0,4
23,54000,15000,1,2
26,127500,24250,0,4
25,127741,12000,0,2
26,127992,26000,0,3
26,128000,35000,0,3
24,128000,12000,0,3
26,60000,15000,0,3
23,128000,6000,0,2
23,128000,4800,0,2
26,116000,5000,1,3
22,128000,21600,0,4
23,128000,3000,0,4
22,128474,30000,0,2
25,128500,15000,0,3
25,128600,28000,0,3
22,60000,15000,0,3
23,129600,13500,0,2
25,129600,3000,0,3
23,129996,30000,0,4
25,129996,7500,0,3
24,60000,15000,0,4
22,60000,15000,0,3
25,60000,15000,0,4
22,130000,3000,0,2
23,60000,15000,0,2
26,130000,3000,0,3
24,60000,15000,0,3
24,130000,6000,0,2
22,60000,15000,0,3
26,130000,10000,0,2
26,130000,35000,0,4
24,130000,5000,0,2
26,130000,18000,0,2
22,60000,15000,0,4
25,130000,35000,0,3
26,130000,6500,0,3
24,130000,7000,0,3
24,60000,15000,0,2
25,60000,15000,0,3
26,130000,8600,0,3
23,60000,15000,0,2
24,60000,15000,0,3
24,130000,6000,0,2
25,130000,8000,0,4
23,60000,15000,0,3
23,130000,15000,0,4
25,130000,15000,0,3
23,130000,6000,0,2
25,130000,3000,0,2
23,130000,6800,0,3
23,130000,5000,0,3
22,130000,14500,0,4
22,60132,15000,0,4
22,54225,15000,1,4
23,60480,15000,0,2
23,130000,5000,0,4
24,100300,30000,1,3
23,130000,6000,0,3
24,130000,25000,0,3
25,130000,6325,0,3
24,130000,18500,0,2
22,55000,15000,1,4
24,61100,15000,0,2
23,130000,25000,0,3
24,130000,15000,0,4
25,130000,12000,0,2
24,61284,15000,0,4
24,130000,13000,0,4
25,130000,20000,0,2
24,61800,15000,0,4
26,130000,4000,0,3
25,130000,25000,0,3
23,56000,15000,1,4
23,130000,10000,0,3
23,130000,20000,0,4
21,56000,15000,1,2
21,62004,15000,0,4
24,130000,25000,0,3
24,130000,15000,0,4
22,130000,24250,0,4
25,62280,15000,0,4
24,130000,25000,0,3
23,130000,22600,0,2
24,130000,22800,0,3
22,22800,9000,0,2
22,130000,25000,0,3
22,130000,13000,0,3
25,130000,19400,0,4
24,62400,15000,0,4
23,130000,15000,0,3
22,130000,13000,0,4
25,130000,21000,0,3
25,130000,15000,0,2
26,130000,7000,0,2
25,58000,15000,1,2
24,130000,1250,0,2
24,130000,20000,0,2
26,130000,5000,0,2
23,130008,9000,0,2
23,130104,24000,0,2
23,130208,20000,0,4
22,130920,15000,0,2
23,130992,6000,0,3
21,65000,15000,0,4
26,22440,4750,0,4
25,131000,7500,0,3
24,131004,24000,0,4
24,22320,1000,1,2
23,22300,7500,0,4
26,132000,2000,0,3
24,59000,15000,1,3
26,132000,10200,0,2
23,132000,15000,0,2
25,65000,15000,0,2
24,132000,14000,0,2
25,59000,15000,1,3
26,132000,11200,0,4
23,120000,8000,1,2
26,65000,15000,0,4
22,132000,10000,0,2
23,132000,9600,0,3
24,65000,15000,0,2
25,59000,15000,1,4
25,120000,25000,1,2
25,132000,12000,0,2
23,65000,15000,0,3
23,132000,9000,0,3
24,132132,28000,0,3
23,65000,15000,0,3
22,65000,15000,0,3
26,132500,12000,0,3
24,65000,15000,0,2
23,65000,15000,0,3
24,132652,28000,0,3
26,132750,12000,0,4
24,132996,5000,0,3
24,133000,3000,0,4
23,133000,24000,0,4
24,133000,4000,0,3
25,133119,25000,0,3
24,103044,11600,1,2
25,65000,15000,0,2
25,65000,15000,0,4
26,134000,30000,0,3
25,59004,15000,1,2
22,65004,15000,0,3
26,134400,10000,0,3
25,134748,25000,0,3
23,60000,15000,1,3
24,66500,15000,0,3
24,135000,21000,0,2
20,135000,15000,0,2
24,135000,8800,0,2
26,135000,6700,0,4
25,135000,10000,0,3
24,135000,5225,0,3
24,135000,25000,0,2
26,135000,24000,0,2
23,135000,12500,0,2
24,135000,6000,0,2
24,135000,21000,0,2
22,21600,5000,0,3
24,135000,10000,0,3
23,135000,16000,0,3
24,135000,17000,0,4
22,68000,15000,0,3
26,104550,24000,1,4
24,135000,21000,0,4
26,104550,15000,1,3
23,69000,15000,0,4
21,69000,15000,0,2
25,135000,25000,0,4
25,135000,20000,0,3
24,69400,15000,0,4
25,135000,16000,0,3
24,135000,12500,0,4
23,69996,15000,0,4
24,123000,24250,1,4
23,135000,10000,0,4
23,69996,15000,0,4
22,135000,10800,0,4
25,70000,15000,0,4
24,135000,12000,0,2
23,136000,9800,0,3
21,70000,15000,0,3
21,70000,15000,0,2
25,136000,8000,0,3
26,70000,15000,0,3
26,105400,24000,1,3
23,136000,8000,0,3
26,137000,21500,0,4
25,70000,15000,0,2
22,137000,25000,0,4
26,137000,3500,0,2
23,137000,11400,0,2
22,137004,10000,0,2
25,64000,15000,1,3
26,138000,7500,0,3
25,138000,8000,0,4
22,70204,15000,0,3
21,70500,15000,0,3
24,138000,16500,0,3
23,138000,2700,0,2
25,138000,5000,0,4
25,138000,21600,0,4
25,138000,9000,0,3
23,21000,3825,0,4
25,126996,5000,1,2
23,21000,7500,0,3
23,21000,6000,0,2
26,139992,14400,0,2
24,65000,15000,1,4
23,140000,16400,0,3
24,128000,18000,1,2
25,140000,8000,0,2
21,140000,18000,0,4
23,140000,12000,0,4
25,72000,15000,0,3
26,72000,15000,0,3
26,66000,15000,1,2
25,72000,15000,0,3
23,140000,12000,0,3
23,140000,12000,0,3
22,72000,15000,0,2
24,72000,15000,0,4
22,140000,10000,0,3
24,140000,4475,0,4
26,21000,8000,0,3
25,140000,35000,0,3
23,56525,15000,1,4
23,140000,6000,0,3
23,140000,3500,0,3
24,73500,15000,0,3
23,73500,15000,0,3
24,140000,25000,0,4
24,140000,20000,0,4
22,140000,20000,0,3
24,140000,25000,0,2
25,140000,22000,0,3
23,74424,15000,0,3
24,140000,16000,0,2
23,140000,15000,0,3
24,75000,15000,0,4
23,75000,15000,0,3
25,140000,4800,0,4
26,140000,13050,0,3
26,140000,24250,0,3
21,69000,15000,1,4
21,75000,15000,0,4
23,58650,15000,1,4
25,128000,10000,1,2
21,20004,2500,0,2
22,108803,10000,1,4
24,140004,4000,0,3
23,75000,15000,0,3
25,140004,4500,0,4
24,140300,6000,0,3
24,141000,10000,0,3
24,141000,10000,0,2
23,141000,15000,0,4
24,141000,12000,0,4
25,141996,14000,0,3
24,142000,7500,0,2
25,69000,15000,1,3
24,143123,4000,0,4
26,143375,12000,0,3
24,132000,1500,1,2
23,144000,10000,0,2
26,144000,12000,0,3
23,144000,6800,0,2
24,144000,14700,0,3
26,75531,15000,0,4
24,144000,8000,0,4
24,144000,14400,0,3
23,76000,15000,0,4
26,76000,15000,0,4
25,144996,25000,0,2
23,145000,10000,0,3
23,77000,15000,0,2
24,145000,7000,0,3
24,20000,3000,0,2
26,145000,14000,0,2
24,145000,12000,0,2
25,145000,8000,0,3
26,77368,15000,0,3
23,73000,15000,1,2
22,20000,3200,0,4
23,145000,12000,0,2
22,145000,12000,0,4
23,145000,14400,0,4
23,80000,15000,0,4
25,145000,12000,0,2
21,80000,15000,0,2
25,145000,25000,0,4
24,145000,20000,0,3
23,145000,20800,0,4
24,145000,11500,0,4
26,113050,9000,1,4
26,80000,15000,0,2
25,133000,3000,1,2
25,145000,7500,0,2
21,19800,6800,1,2
24,145008,5000,0,4
23,145596,4700,0,2
24,19764,4800,1,3
25,133900,7500,1,2
26,145992,20000,0,2
26,19500,5000,1,3
21,146000,4000,0,2
24,134000,25000,1,4
25,146990,28000,0,3
23,147000,24000,0,3
26,147000,4100,0,3
23,147000,25000,0,3
23,74000,15000,1,2
26,147996,7500,0,3
26,80004,15000,0,4
22,148000,15000,0,4
21,19200,2400,0,2
24,148000,4000,0,2
24,136000,25000,1,3
23,75000,15000,1,3
23,81960,15000,0,3
25,136112,15600,1,2
23,149385,7000,0,4
26,149400,7000,0,3
23,84000,15000,0,4
23,149981,25000,0,3
25,150000,14400,0,4
25,150000,20000,0,4
25,78000,15000,1,4
25,150000,7500,0,3
23,84000,15000,0,3
26,84000,15000,0,4
25,150000,12000,0,2
24,150000,8000,0,4
26,150000,35000,0,3
23,19200,6000,1,2
21,19200,3300,1,2
25,85000,15000,0,4
25,150000,10000,0,4
24,150000,25000,0,4
23,85000,15000,0,3
26,19200,4500,1,3
23,150000,30000,0,3
25,150000,5000,0,4
23,85000,15000,0,4
24,85000,15000,0,3
21,85000,15000,0,3
26,150000,6400,0,2
24,85100,15000,0,2
24,150000,24000,0,3
25,86004,15000,0,4
25,150000,12000,0,4
25,150000,8200,0,3
26,87000,15000,0,2
22,19008,12000,1,4
23,150000,9600,0,2
22,87000,15000,0,2
26,150000,6000,0,2
22,150000,25000,0,3
25,150000,25000,0,2
25,150000,6000,0,3
21,19000,7200,1,4
25,150000,20000,0,4
22,87800,15000,0,4
25,150000,15000,0,2
23,150000,8000,0,2
26,150000,25000,0,4
23,88000,15000,0,2
25,150000,10000,0,4
26,150000,14000,0,3
22,150000,18000,0,4
26,78000,15000,1,3
24,90000,15000,0,4
24,90000,15000,0,2
24,150000,24250,0,3
24,90000,15000,0,3
24,150000,15000,0,2
22,90000,15000,0,4
25,150000,22000,0,4
24,150000,24000,0,3
26,90000,15000,0,3
23,150000,10000,0,4
25,150000,25000,0,2
24,150000,25000,0,2
24,90000,15000,0,2
26,150000,24000,0,4
26,150000,21000,0,4
26,150000,7000,0,4
22,150000,9500,0,4
24,90000,15000,0,3
24,150000,15000,0,3
25,79000,15000,1,3
26,150000,15000,0,2
25,150000,5000,0,4
26,150000,6000,0,4
25,150000,12500,0,4
24,150000,20000,0,4
24,68000,15000,1,4
26,138000,18000,1,3
23,150000,24000,0,4
25,150000,12125,0,4
21,150075,25000,0,2
23,150600,2400,0,2
24,151000,35000,0,2
21,151000,8000,0,2
24,31000,15075,1,2
24,82308,15125,0,4
26,152000,17500,0,2
26,152004,5800,0,3
26,152229,15000,0,2
25,153000,7500,0,3
25,153000,14500,0,3
25,153600,18000,0,2
25,154000,12225,0,3
24,154000,6000,0,4
25,154000,21600,0,3
25,154000,9200,0,4
25,154000,12000,0,3
26,154000,12400,0,4
25,154008,9600,0,4
26,155000,18000,0,4
21,18000,6500,1,3
24,155000,12000,0,4
25,155000,10000,0,3
25,39000,15200,1,3
26,155000,25000,0,3
25,155000,18000,0,2
24,48000,15200,1,3
23,143000,24250,1,2
22,28080,15250,1,4
22,155000,4000,0,3
25,155000,22000,0,4
25,155004,10500,0,2
23,31200,15250,1,2
26,155142,23000,0,2
25,155796,25000,0,2
21,155800,18000,0,3
26,156000,9600,0,2
26,156000,35000,0,4
24,38272,15250,1,2
26,156000,7000,0,4
26,34000,15250,1,2
24,36000,15250,1,2
24,156000,15000,0,3
26,17500,5500,1,2
24,59000,15250,0,4
24,156000,15000,0,4
25,156000,10000,0,2
22,54288,15350,0,3
24,120000,15400,0,2
25,144996,17600,1,3
25,157000,28000,0,4
26,145000,20000,1,2
26,157200,20000,0,3
24,36000,15450,1,2
26,157500,25000,0,3
25,158000,20000,0,2
26,91800,15450,1,3
26,159960,18325,0,3
23,159996,12000,0,4
22,71760,15500,0,2
22,160000,7000,0,3
26,125000,15500,0,2
23,54000,15550,0,4
24,41000,15600,1,3
22,50000,15600,1,4
26,148000,7500,1,3
24,160000,20000,0,2
23,60000,15600,0,4
23,160000,15000,0,4
23,160000,35000,0,2
25,62000,15600,0,4
24,160000,17000,0,3
25,110000,15600,0,4
24,148000,25000,1,2
25,46000,15625,1,4
24,44400,15650,1,4
24,63000,15675,0,2
21,160000,6000,0,4
23,68000,15700,0,2
24,162000,16000,0,2
26,150500,10000,1,3
23,163000,10000,0,2
26,151900,20000,1,3
22,36000,15850,1,3
24,50000,15850,1,3
23,84000,15850,0,4
23,165000,5000,0,3
22,104000,15900,0,2
24,76000,16000,0,3
26,165000,20000,0,4
24,15996,4000,1,2
23,77000,16000,0,3
22,165500,12000,0,3
24,79500,16000,0,4
23,165996,10000,0,4
22,166000,23450,0,3
23,80000,16000,0,2
23,167300,20000,0,2
23,168000,15750,0,2
25,80000,16000,0,3
23,80000,16000,0,3
24,170000,5000,0,3
23,62900,16000,1,4
25,80500,16000,0,4
26,170000,20000,0,3
25,170000,3850,0,4
26,81000,16000,0,2
25,83000,16000,0,2
23,85000,16000,0,2
25,170000,25000,0,2
23,85000,16000,0,3
24,85000,16000,0,3
24,85000,16000,0,2
24,134300,12000,1,2
21,15300,2500,1,2
26,172000,12000,0,2
24,172000,15000,0,4
25,172000,12000,0,4
25,86000,16000,0,2
26,173000,10000,0,4
26,175000,30000,0,2
23,89100,16000,0,4
25,175000,7550,0,4
23,175000,35000,0,3
24,175000,10000,0,3
26,175000,7500,0,3
26,175000,15000,0,3
25,15000,2000,0,3
24,90000,16000,0,2
26,175000,3000,0,3
24,175000,8000,0,4
23,91000,16000,0,3
24,79200,16000,1,2
26,93000,16000,0,4
24,94000,16000,0,3
24,175500,15000,0,3
24,176004,3200,0,4
25,177160,24000,0,4
25,178364,8000,0,2
22,179000,25000,0,4
22,83000,16000,1,3
25,180000,6000,0,4
26,71400,16000,1,4
24,96000,16000,0,3
25,180000,14400,0,2
26,97188,16000,0,3
24,142800,25000,1,2
26,88000,16000,1,4
24,168000,25000,1,3
26,180000,9700,0,4
21,180000,5000,0,3
23,180000,5000,0,4
25,180488,24000,0,2
23,168952,12500,1,2
25,181408,14500,0,2
26,182000,24000,0,4
24,100000,16000,0,3
24,185000,10000,0,3
25,185000,12000,0,3
26,185000,6000,0,4
24,185000,3000,0,2
20,188004,2000,0,4
24,189000,5000,0,2
25,190000,24000,0,3
24,190000,24000,0,3
24,190000,5000,0,2
26,190000,25000,0,2
24,193000,10000,0,4
24,195000,5000,0,3
23,195000,20000,0,3
25,195054,10000,0,2
24,98004,16000,1,2
26,198000,12000,0,4
22,198000,24250,0,3
23,14400,3000,1,2
25,199000,15000,0,2
26,200000,12000,0,2
23,200000,21000,0,2
26,159800,30000,1,3
24,112500,16000,0,3
24,113000,16000,0,2
21,159800,30000,1,2
24,200000,18000,0,3
25,200000,35000,0,3
25,119000,16000,0,2
24,200000,3025,0,3
25,200000,24000,0,3
25,200000,24000,0,4
25,188000,25000,1,4
24,120000,16000,0,4
22,125000,16000,0,2
23,200000,5000,0,4
24,135000,16000,0,2
26,200100,30000,0,4
24,135000,16000,0,2
25,201000,14000,0,4
26,204000,15250,0,3
24,205000,35000,0,2
24,205000,11000,0,4
24,205000,10000,0,4
23,139992,16000,0,3
23,143000,16000,0,2
25,210000,8000,0,4
25,170850,6500,1,2
25,220000,25000,0,2
26,220836,9000,0,3
24,35000,19000,1,2
25,225000,21000,0,3
26,30000,19075,1,3
26,216000,15000,1,3
21,90200,19125,0,4
22,47000,19200,1,4
23,55000,19200,1,4
22,75000,19200,0,2
25,77000,19200,0,3
25,241875,16000,0,4
24,243600,12000,0,3
26,201450,8000,1,4
21,249996,5000,0,3
26,250000,15000,0,2
26,12000,2500,1,3
26,250000,9000,0,2
25,250000,10575,0,2
23,250000,8800,0,2
24,238000,7000,1,2
26,238000,25000,1,4
25,253000,25000,1,4
24,125000,19200,0,3
23,294000,15000,0,4
26,244800,12000,1,4
22,126500,19200,0,4
24,300000,35000,0,3
23,300000,10000,0,2
25,12000,4500,1,4
23,50000,19400,1,2
26,315000,12000,0,3
24,330000,3500,0,4
21,55438,19400,1,2
25,365000,35000,0,2
25,370000,15000,0,2
24,375000,20000,0,3
23,70000,19425,0,3
24,425000,10000,0,2
24,90000,19500,0,2
21,10560,1000,0,4
25,450000,35000,0,4
26,480000,25000,0,3
22,118000,19550,1,4
23,45000,19600,1,2
24,53295,19600,1,3
22,75000,19600,0,3
24,45295,19650,1,2
23,30000,19750,1,4
23,38000,19750,1,4
21,9600,1200,0,4
21,9600,2000,1,3
25,9600,2100,1,2
24,9600,1000,1,4
25,9600,1200,0,2
26,9600,2950,1,2
22,9600,1500,1,2
21,9600,2375,1,3
22,9600,1200,0,2
24,9600,3200,1,2
23,9600,4000,1,4
23,9600,2100,1,3
25,47000,19750,1,4
23,9192,1750,1,3
21,9000,3000,1,4
23,9000,2000,1,2
23,8628,1400,1,2
23,8400,2000,1,2
24,8400,1500,1,2
26,8400,3500,1,3
22,8280,2400,1,2
21,8088,1200,0,2
23,8088,1000,0,4
21,8004,3000,1,2
22,8000,2100,1,2
21,8000,2800,1,2
23,8000,3250,1,4
22,8000,5400,1,4
26,7904,500,0,3
24,7800,1000,0,4
24,7500,1200,1,4
21,7200,2500,1,3
24,7000,1000,0,2
24,6000,1050,1,2
21,6000,1600,1,3
26,5500,1000,1,3
25,5000,1000,1,4
22,4800,1800,1,2
22,4800,1200,1,2
24,4800,2400,1,4
21,4200,2750,1,3
21,4080,1400,1,4
24,21600,6600,1,4
23,21600,4400,0,3
26,56100,16000,1,2
24,55000,1800,0,3
26,139992,14400,0,4
23,141000,15000,0,3
21,30000,12000,1,2
22,75000,8000,0,2
25,80208,4000,0,3
26,53000,2800,0,3
23,42000,6000,0,4
24,69996,2500,0,4
23,36000,16750,1,4
25,65004,4800,0,4
26,15436,5500,1,3
22,72000,16000,0,2
24,130000,24000,0,3
22,70000,7550,0,3
24,70000,9000,0,4
25,60000,3000,1,3
23,50400,5000,0,2
23,75000,18000,0,2
25,85000,4000,0,3
23,98280,9400,0,3
23,90000,8000,0,3
22,53808,6000,0,2
23,81600,9000,0,3
23,30000,10000,1,4
24,52000,5000,0,3
25,45000,15000,1,2
24,48000,4000,0,4
22,33000,6000,0,3
21,35000,1500,0,2
23,118000,12000,0,2
26,95000,12000,0,3
26,42000,4800,1,2
22,64000,13000,0,3
24,41160,4000,0,3
23,57000,4200,0,4
22,90000,9500,0,3
25,33000,7100,1,3
25,216000,25000,0,2
26,37820,6300,0,2
21,15360,1600,0,3
24,45888,9000,0,4
22,58000,4000,0,4
22,190000,12600,0,3
26,75000,12500,0,4
22,41600,12000,0,4
23,90000,12000,0,2
26,51996,10000,0,4
25,88500,7200,0,2
26,30000,15000,0,2
23,45000,10000,0,4
24,30000,10000,0,2
25,32000,2500,1,3
22,36000,1400,0,2
23,48000,10000,0,4
23,24000,5000,0,2
24,60000,10000,0,2
24,10000,3000,1,3
25,35000,2400,0,2
23,39000,6000,1,3
23,100000,15000,0,4
22,27120,9250,1,3
25,25920,2300,0,2
22,75000,20000,0,2
24,102000,12000,0,3
25,50000,4000,0,4
26,94000,5000,0,3
24,40000,10000,0,3
24,69764,1500,1,4
22,21600,2400,1,4
26,20000,4800,0,3
23,49000,15000,1,3
24,128000,12000,0,2
25,62500,4000,0,3
21,40000,5000,0,2
22,44000,16000,1,4
25,85000,9600,0,2
24,64600,5000,0,3
22,60000,3950,0,4
26,65000,10950,0,2
26,36800,5900,0,4
24,54000,1500,1,4
23,16000,5600,1,2
23,39000,10000,1,2
24,45000,8000,0,2
23,78000,4200,0,3
24,100000,10000,0,4
22,44400,12800,0,4
26,55000,3000,0,2
25,125000,12000,0,3
25,37980,3500,0,3
23,75000,8000,0,2
22,28800,8000,0,2
25,53000,6000,0,2
22,26004,4800,0,3
25,70000,5600,0,3
21,38400,12200,0,4
22,130000,24250,0,4
24,49000,5000,1,3
22,72000,15000,0,4
26,78000,18000,0,4
25,48000,4800,0,4
21,27600,7500,0,4
25,115000,20000,0,4
22,56400,9500,0,2
21,18000,4500,1,3
22,50000,10000,0,3
23,65000,7000,0,4
22,32240,15000,1,2
23,55000,15000,0,3
21,57000,3000,0,2
23,26000,4000,0,4
25,69000,8000,1,2
25,75000,12000,0,2
22,59000,4900,1,3
24,37000,10500,0,4
22,70000,21000,0,3
22,54000,8075,0,3
24,79000,21000,0,4
25,26000,8000,1,3
23,159996,12000,0,4
22,52000,6000,0,2
22,17280,3500,1,4
23,50000,10000,0,4
24,45000,7800,0,2
25,128500,15000,0,3
24,87000,10000,0,2
22,18000,7000,1,3
24,65000,7000,0,3
26,105000,12100,0,3
23,92004,30000,1,2
22,55000,6000,0,4
24,36000,6000,0,3
26,39000,8000,0,2
23,60000,7200,0,4
25,44000,8000,1,2
25,150000,25000,0,4
25,78600,8400,0,4
21,18000,2400,0,3
23,30000,1450,1,3
22,54000,5000,1,4
25,24000,9600,1,3
23,25920,10000,1,4
23,36000,7000,0,4
22,126500,19200,0,3
22,54000,5600,0,3
24,39996,3000,0,2
23,58200,13000,0,3
23,80196,30000,0,3
23,21600,6000,1,2
24,22800,4750,0,4
26,48000,4225,0,3
23,69996,3000,0,4
26,20000,1500,0,4
22,55000,6000,0,3
23,30000,5000,0,4
25,50000,10000,0,4
23,75000,5000,0,2
25,30720,10000,1,3
26,41892,11300,0,4
26,18700,1500,0,3
23,58000,16000,0,4
23,34000,10950,0,2
22,29100,6250,1,4
23,149385,7000,0,2
23,36000,9000,0,4
26,76668,7200,0,4
25,155004,10500,0,3
24,46800,12000,0,3
21,46800,5000,0,4
25,85000,5750,0,3
26,58000,20000,1,4
25,47412,6500,0,3
22,45000,5000,0,4
22,25200,4000,0,3
26,41400,7300,0,2
24,45000,15000,0,3
23,21000,7500,1,2
23,46800,9000,0,4
21,65000,2200,0,3
23,38800,14575,1,2
23,30000,4500,0,4
23,69996,10000,0,3
24,23000,5000,0,4
24,75000,12000,0,4
26,38400,3200,0,2
24,72400,25000,0,2
24,74900,3500,0,3
23,72000,12000,1,4
25,60000,14000,0,2
25,18000,8500,1,4
24,35000,5000,0,3
24,70000,9000,0,3
26,16428,2400,0,3
21,32400,10000,1,3
23,82500,5000,0,2
24,88000,30000,1,3
26,150000,25000,0,4
23,21000,3000,0,3
25,67000,5000,1,4
22,28000,1000,1,3
26,33600,3300,0,2
25,120000,12000,0,3
25,54000,12000,1,2
22,65000,9000,0,3
22,72204,6700,0,4
23,36000,1200,0,3
21,60000,6000,0,2
24,54996,12500,0,2
25,16000,3200,1,4
21,90000,4800,0,2
24,72000,8000,0,2
22,34992,5000,0,2
24,112500,8600,0,4
26,40000,6925,0,4
25,42000,10000,1,2
22,36000,12375,0,3
23,89000,7000,0,3
21,46000,5200,1,3
22,30000,3000,0,3
23,26000,7800,0,3
21,50000,9000,0,2
22,44094,3600,0,2
23,30000,8400,1,2
24,46000,2000,0,2
22,75000,25000,0,3
22,30000,10000,1,4
25,26729,7300,0,4
22,115000,12000,0,3
22,32400,5500,0,2
25,67000,25000,1,3
25,96000,21000,0,4
24,48720,10000,0,3
21,30000,7000,0,3
26,175000,17000,0,2
25,60000,10000,0,4
24,48996,5000,0,4
22,52320,15000,0,2
26,35000,12875,1,3
25,36000,15000,1,2
22,66614,11000,1,2
22,16800,4750,1,4
21,61464,4000,1,2
24,52728,5000,0,4
23,55000,18500,0,3
25,48000,3200,1,4
25,74000,16000,0,3
24,82726,20000,0,4
25,5000,1000,1,4
26,46800,6000,0,3
22,38400,5000,0,3
22,80000,9500,0,3
24,156000,15000,0,2
24,48000,10000,0,3
25,43200,3000,0,2
25,80000,11200,0,2
23,81000,18000,0,4
25,76000,5000,0,3
23,135000,12500,0,4
22,55000,1400,0,3
22,27500,4250,0,4
25,42000,9100,0,3
24,43300,24000,0,2
25,24996,2500,0,4
25,72000,3200,0,4
23,138000,2700,0,4
26,159960,18325,0,2
24,64000,4000,1,2
24,51000,9600,0,4
22,30000,7000,1,4
22,22000,8500,0,4
24,23500,7000,0,4
26,220836,9000,0,2
21,19200,2400,0,4
25,65000,15000,0,3
23,65000,5500,0,2
26,145000,10000,0,3
22,78700,7000,1,3
23,21000,6000,0,2
26,24000,6000,0,2
22,42000,3600,0,3
24,46704,9000,0,3
24,65000,12000,0,4
22,66000,16800,0,2
21,60000,6000,0,2
25,30720,2000,0,4
26,50000,18950,1,3
23,80000,12000,0,4
22,41000,1000,0,2
25,150000,8750,0,2
23,122000,14000,0,4
22,27996,2200,1,3
22,30000,6000,0,4
23,30000,3000,0,4
21,40000,15000,0,4
22,130000,14500,0,2
22,41500,2500,0,2
24,98000,12000,0,2
26,42000,4500,0,2
24,65000,1525,0,3
21,45000,18000,0,2
23,21000,7500,0,2
24,39000,16000,1,3
24,70000,24250,0,2
25,95000,18000,0,3
26,51000,12000,0,4
26,200000,15000,0,4
21,65496,13250,0,4
24,34000,10000,0,4
22,43000,13500,1,4
23,44000,6000,0,3
22,39000,5000,0,2
22,50004,5300,0,2
25,150000,20000,0,4
21,21600,7575,0,2
25,80000,18000,0,3
21,25000,8800,0,3
22,120000,5000,0,3
22,50500,6000,0,2
22,49536,5200,0,3
24,39000,1500,0,3
25,30000,2000,0,2
24,39000,5600,0,4
24,40000,2500,0,3
22,60000,5600,0,4
25,78000,14200,0,3
26,71004,20000,1,2
24,130000,25000,0,3
24,87000,25000,0,4
25,90000,10000,0,4
23,30996,5000,0,4
25,87000,13000,0,4
25,32000,15000,1,2
24,31000,10000,1,3
25,48000,4800,0,4
25,60000,12500,0,4
23,20124,5950,0,3
24,55000,5500,0,4
